2.46857166,8.777142857,,,0.082285722,0.292571429
2.54117632,9.035294118,,,0.084705877,0.301176471
2.61818171,9.309090909,,,0.087272724,0.31030303
2.69999981,9.6,,,0.089999994,0.32
2.78709674,9.909677419,,,0.092903225,0.330322581
2.87999988,10.24,,,0.095999996,0.341333333
2.97931027,10.59310345,,,0.099310342,0.353103448
3.0857141,10.97142857,,,0.102857137,0.365714286
3.20000005,11.37777778,,,0.106666668,0.379259259
3.32307696,11.81538462,,,0.110769232,0.393846154
3.45600033,12.288,,,0.115200011,0.4096
3.60000014,12.8,,,0.120000005,0.426666667
3.75652194,13.35652174,,,0.125217398,0.445217391
3.92727256,13.96363636,,,0.130909085,0.465454545
4.11428595,14.62857143,,,0.137142865,0.487619048
4.31999969,15.36,,,0.14399999,0.512
4.54736853,16.16842105,,,0.151578951,0.538947368
4.79999971,17.06666667,,,0.15999999,0.568888889
5.08235264,18.07058824,,,0.169411755,0.602352941
5.39999962,19.2,,,0.179999987,0.64
5.75999975,20.48,,,0.191999992,0.682666667
6.1714282,21.94285714,,,0.205714273,0.731428571
6.64615393,23.63076923,,,0.221538464,0.787692308
7.20000029,25,,,0.24000001,0.833333333
7.85454512,25,,,0.261818171,0.833333333
8.63999939,25,,,0.28799998,0.833333333
9.59999943,25,,,0.319999981,0.833333333
10.7999992,25,,,0.359999973,0.833333333
12.3428564,25,,,0.411428547,0.833333333
14.4000006,25,,,0.48000002,0.833333333
17.2799988,25,,,0.57599996,0.833333333
21.5999985,25,,,0.71999995,0.833333333
25,25,,,0.833333333,0.833333333
25,25,,,0.833333333,0.833333333
25,25,,,0.833333333,0.833333333
25,,,,0.833333333,0
