0.719999969,2.56,,,0.023999999,0.085333333
0.726050436,2.581512605,,,0.024201681,0.08605042
0.732203364,2.603389831,,,0.024406779,0.086779661
0.738461554,2.625641026,,,0.024615385,0.087521368
0.744827569,2.648275862,,,0.024827586,0.088275862
0.751304388,2.671304348,,,0.02504348,0.089043478
0.757894754,2.694736842,,,0.025263158,0.089824561
0.764601767,2.718584071,,,0.025486726,0.090619469
0.771428525,2.742857143,,,0.025714284,0.091428571
0.778378367,2.767567568,,,0.025945946,0.092252252
0.785454512,2.792727273,,,0.026181817,0.093090909
0.792660534,2.818348624,,,0.026422018,0.093944954
0.800000012,2.844444444,,,0.026666667,0.094814815
0.807476699,2.871028037,,,0.02691589,0.095700935
0.815094292,2.898113208,,,0.02716981,0.096603774
0.822857141,2.925714286,,,0.027428571,0.09752381
0.830769241,2.953846154,,,0.027692308,0.098461538
0.838834941,2.982524272,,,0.027961165,0.099417476
0.847058833,3.011764706,,,0.028235294,0.100392157
0.855445564,3.041584158,,,0.028514852,0.101386139
0.864000082,3.072,,,0.028800003,0.1024
0.872727275,3.103030303,,,0.029090909,0.103434343
0.881632626,3.134693878,,,0.029387754,0.104489796
0.890721679,3.167010309,,,0.029690723,0.10556701
0.900000036,3.2,,,0.030000001,0.106666667
0.909473658,3.233684211,,,0.030315789,0.107789474
0.919148922,3.268085106,,,0.030638297,0.10893617
0.929032266,3.303225806,,,0.030967742,0.110107527
0.939130485,3.339130435,,,0.03130435,0.111304348
0.949450493,3.375824176,,,0.03164835,0.112527473
0.960000038,3.413333333,,,0.032000001,0.113777778
0.970786512,3.451685393,,,0.03235955,0.11505618
0.98181814,3.490909091,,,0.032727271,0.116363636
0.993103445,3.531034483,,,0.033103448,0.117701149
1.00465119,3.572093023,,,0.033488373,0.119069767
1.01647067,3.614117647,,,0.033882356,0.120470588
1.02857149,3.657142857,,,0.034285716,0.121904762
1.04096389,3.701204819,,,0.034698796,0.123373494
1.05365849,3.746341463,,,0.03512195,0.124878049
1.0666666,3.792592593,,,0.035555553,0.126419753
1.07999992,3.84,,,0.035999997,0.128
1.09367085,3.888607595,,,0.036455695,0.129620253
1.10769236,3.938461538,,,0.036923079,0.131282051
1.12207794,3.98961039,,,0.037402598,0.132987013
1.13684213,4.042105263,,,0.037894738,0.134736842
1.15200007,4.096,,,0.038400002,0.136533333
1.16756761,4.151351351,,,0.03891892,0.138378378
1.18356156,4.208219178,,,0.039452052,0.140273973
1.19999993,4.266666667,,,0.039999998,0.142222222
1.21690142,4.326760563,,,0.040563381,0.144225352
1.23428583,4.388571429,,,0.041142861,0.146285714
1.2521739,4.452173913,,,0.04173913,0.148405797
1.27058816,4.517647059,,,0.042352939,0.150588235
1.28955233,4.585074627,,,0.042985078,0.152835821
1.30909085,4.654545455,,,0.043636362,0.155151515
1.32923079,4.726153846,,,0.044307693,0.157538462
1.3499999,4.8,,,0.044999997,0.16
1.37142861,4.876190476,,,0.045714287,0.162539683
1.39354837,4.95483871,,,0.046451612,0.16516129
1.4163934,5.036065574,,,0.047213113,0.167868852
1.43999994,5.12,,,0.047999998,0.170666667
1.46440673,5.206779661,,,0.048813558,0.173559322
1.48965514,5.296551724,,,0.049655171,0.176551724
1.51578951,5.389473684,,,0.050526317,0.179649123
1.54285705,5.485714286,,,0.051428568,0.182857143
1.57090902,5.585454545,,,0.052363634,0.186181818
1.60000002,5.688888889,,,0.053333334,0.18962963
1.63018858,5.796226415,,,0.054339619,0.193207547
1.66153848,5.907692308,,,0.055384616,0.196923077
1.69411767,6.023529412,,,0.056470589,0.200784314
1.72800016,6.144,,,0.057600005,0.2048
1.76326525,6.269387755,,,0.058775508,0.208979592
1.80000007,6.4,,,0.060000002,0.213333333
1.83829784,6.536170213,,,0.061276595,0.21787234
1.87826097,6.67826087,,,0.062608699,0.222608696
1.92000008,6.826666667,,,0.064000003,0.227555556
1.96363628,6.981818182,,,0.065454543,0.232727273
2.00930238,7.144186047,,,0.066976746,0.238139535
2.05714297,7.314285714,,,0.068571432,0.243809524
2.10731697,7.492682927,,,0.070243899,0.249756098
2.15999985,7.68,,,0.071999995,0.256
2.21538472,7.876923077,,,0.073846157,0.262564103
2.27368426,8.084210526,,,0.075789475,0.269473684
2.33513522,8.302702703,,,0.077837841,0.276756757
2.39999986,8.533333333,,,0.079999995,0.284444444
